,EntryNo_,ItemLedgerEntryNo_,Inbound,Outbound,Quantity,TrfFrom,ILEInbound,OutboundTrf,PostingDate,Link_In,Link_Out
229,4873582,4861355,4861044,4861355,-1.00000000000000000000,0,4861355|4861044,4861355|0,2021-06-03,NA,4861044
230,4873668,4861439,4861439,4514043,1.00000000000000000000,0,4861439|4861439,4514043|0,2021-06-03,NA,4861439
231,4873801,4861572,4861137,4861572,-1.00000000000000000000,0,4861572|4861137,4861572|0,2021-06-03,NA,4861137
232,4874589,4862360,4862360,4841301,1.00000000000000000000,0,4862360|4862360,4841301|0,2021-06-03,NA,4862360
233,4874987,4862758,4677028,4862758,-1.00000000000000000000,0,4862758|4677028,4862758|0,2021-06-04,NA,4677028
234,4875232,4863003,4861231,4863003,-1.00000000000000000000,0,4863003|4861231,4863003|0,2021-06-04,NA,4861231
235,4875686,4863457,4862330,4863457,-1.00000000000000000000,0,4863457|4862330,4863457|0,2021-06-04,NA,4862330
236,4876013,4863784,4863737,4863784,-1.00000000000000000000,0,4863784|4863737,4863784|0,2021-06-04,NA,4863737
237,4876218,4863989,4863857,4863989,-1.00000000000000000000,0,4863989|4863857,4863989|0,2021-06-04,NA,4863857
238,4876966,4864737,4864711,4864737,-1.00000000000000000000,0,4864737|4864711,4864737|0,2021-06-04,NA,4864711
239,4877274,4865043,4865043,4865042,1.00000000000000000000,4865039,4865043|4865043,4865042|4865039,2021-06-04,4865042|4865039,-1
240,4872663,4860437,4850686,4860437,-8.00000000000000000000,0,4860437|4850686,4860437|0,2021-06-03,NA,4850686
241,4872709,4860483,4860474,4860483,-1.00000000000000000000,0,4860483|4860474,4860483|0,2021-06-03,NA,4860474
242,4872710,4860484,4860484,4860483,1.00000000000000000000,4860474,4860484|4860484,4860483|4860474,2021-06-03,4860483|4860474,-1
243,4872883,4860656,4860651,4860656,-1.00000000000000000000,0,4860656|4860651,4860656|0,2021-06-03,NA,4860651
244,4873318,4861091,4802422,4861091,-1.00000000000000000000,0,4861091|4802422,4861091|0,2021-06-03,NA,4802422
245,4873768,4861539,4861536,4861539,-1.00000000000000000000,0,4861539|4861536,4861539|0,2021-06-03,NA,4861536
246,4873810,4861581,4861146,4861581,-1.00000000000000000000,0,4861581|4861146,4861581|0,2021-06-03,NA,4861146
247,4874101,4861872,4861872,4861871,1.00000000000000000000,4626134,4861872|4861872,4861871|4626134,2021-06-03,4861871|4626134,-1
248,4874250,4862021,4861863,4862021,-1.00000000000000000000,0,4862021|4861863,4862021|0,2021-06-03,NA,4861863
249,4874395,4862166,4862165,4862166,-1.00000000000000000000,0,4862166|4862165,4862166|0,2021-06-03,NA,4862165
250,4875037,4862808,4862807,4862808,-1.00000000000000000000,0,4862808|4862807,4862808|0,2021-06-04,NA,4862807
251,4875332,4863103,4863103,4863102,1.00000000000000000000,4804218,4863103|4863103,4863102|4804218,2021-06-04,4863102|4804218,-1
252,4876227,4863998,4863883,4863998,-1.00000000000000000000,0,4863998|4863883,4863998|0,2021-06-04,NA,4863883
253,4876312,4864083,4864048,4864083,-1.00000000000000000000,0,4864083|4864048,4864083|0,2021-06-04,NA,4864048
254,4876997,4864768,4675367,4864768,-75.00000000000000000000,0,4864768|4675367,4864768|0,2021-06-04,NA,4675367
255,4877112,4864881,4864881,4864880,1.00000000000000000000,4787793,4864881|4864881,4864880|4787793,2021-06-04,4864880|4787793,-1
256,4872487,4860261,4860234,4860261,-1.00000000000000000000,0,4860261|4860234,4860261|0,2021-06-03,NA,4860234
257,4873542,4861315,4827789,4861315,-1.00000000000000000000,0,4861315|4827789,4861315|0,2021-06-03,NA,4827789
258,4873656,4861427,4861426,4861427,-1.00000000000000000000,0,4861427|4861426,4861427|0,2021-06-03,NA,4861426
259,4873657,4861428,4861428,4861427,1.00000000000000000000,4861426,4861428|4861428,4861427|4861426,2021-06-03,4861427|4861426,-1
260,4873860,4861631,4859861,4861631,-1.00000000000000000000,0,4861631|4859861,4861631|0,2021-06-03,NA,4859861
261,4873882,4861653,4819079,4861653,-1.00000000000000000000,0,4861653|4819079,4861653|0,2021-06-03,NA,4819079
262,4874342,4862113,4831325,4862113,-1.00000000000000000000,0,4862113|4831325,4862113|0,2021-06-03,NA,4831325
263,4874622,4862393,4862384,4862393,-5.00000000000000000000,0,4862393|4862384,4862393|0,2021-06-03,NA,4862384
264,4875560,4863331,4863331,4863330,2.00000000000000000000,4863329,4863331|4863331,4863330|4863329,2021-06-04,4863330|4863329,-1
265,4876375,4864146,4864146,4864145,1.00000000000000000000,4821268,4864146|4864146,4864145|4821268,2021-06-04,4864145|4821268,-1
266,4876913,4864684,4063311,4864684,-1.00000000000000000000,0,4864684|4063311,4864684|0,2021-06-04,NA,4063311
267,4877047,4864818,4829492,4864818,-4.00000000000000000000,0,4864818|4829492,4864818|0,2021-06-04,NA,4829492
268,4877104,4864873,4864665,4864873,-1.00000000000000000000,0,4864873|4864665,4864873|0,2021-06-04,NA,4864665
269,4877190,4864959,4799322,4864959,-1.00000000000000000000,0,4864959|4799322,4864959|0,2021-06-04,NA,4799322
270,4872571,4860345,4860345,4852028,1.00000000000000000000,0,4860345|4860345,4852028|0,2021-06-03,NA,4860345
271,4872665,4860439,4856708,4860439,-1.00000000000000000000,0,4860439|4856708,4860439|0,2021-06-03,NA,4856708
272,4873336,4861109,4626134,4861109,-1.00000000000000000000,0,4861109|4626134,4861109|0,2021-06-03,NA,4626134
273,4873822,4861593,4861155,4861593,-1.00000000000000000000,0,4861593|4861155,4861593|0,2021-06-03,NA,4861155
274,4874134,4861905,4861747,4861905,-1.00000000000000000000,0,4861905|4861747,4861905|0,2021-06-03,NA,4861747
275,4874454,4862225,4834211,4862225,-1.00000000000000000000,0,4862225|4834211,4862225|0,2021-06-03,NA,4834211
276,4874601,4862372,4862198,4862372,-1.00000000000000000000,0,4862372|4862198,4862372|0,2021-06-03,NA,4862198
277,4874648,4862419,4773625,4862419,-1.00000000000000000000,0,4862419|4773625,4862419|0,2021-06-03,NA,4773625
278,4875064,4862835,4862835,4862834,1.00000000000000000000,4862831,4862835|4862835,4862834|4862831,2021-06-04,4862834|4862831,-1
279,4875231,4863002,4863002,4863001,1.00000000000000000000,4861235,4863002|4863002,4863001|4861235,2021-06-04,4863001|4861235,-1
280,4875313,4863084,4415363,4863084,-1.00000000000000000000,0,4863084|4415363,4863084|0,2021-06-04,NA,4415363
281,4875357,4863128,4826811,4863128,-1.00000000000000000000,0,4863128|4826811,4863128|0,2021-06-04,NA,4826811
282,4875400,4863171,4863168,4863171,-1.00000000000000000000,0,4863171|4863168,4863171|0,2021-06-04,NA,4863168
283,4875451,4863222,4863192,4863222,-1.00000000000000000000,0,4863222|4863192,4863222|0,2021-06-04,NA,4863192
284,4875537,4863308,4863295,4863308,-15.00000000000000000000,0,4863308|4863295,4863308|0,2021-06-04,NA,4863295
285,4875765,4863536,4863536,4844513,1.00000000000000000000,0,4863536|4863536,4844513|0,2021-06-04,NA,4863536
286,4875793,4863564,4863543,4863564,-1.00000000000000000000,0,4863564|4863543,4863564|0,2021-06-04,NA,4863543
287,4876430,4864201,4815067,4864201,-1.00000000000000000000,0,4864201|4815067,4864201|0,2021-06-04,NA,4815067
288,4876451,4864222,4864222,4864221,1.00000000000000000000,4864140,4864222|4864222,4864221|4864140,2021-06-04,4864221|4864140,-1
289,4876461,4864232,4864232,4864231,1.00000000000000000000,4864150,4864232|4864232,4864231|4864150,2021-06-04,4864231|4864150,-1
290,4877215,4864984,4864983,4864984,-1.00000000000000000000,0,4864984|4864983,4864984|0,2021-06-04,NA,4864983
291,4872936,4860709,4860709,4860708,1.00000000000000000000,4860707,4860709|4860709,4860708|4860707,2021-06-03,4860708|4860707,-1
292,4873622,4861395,4479158,4861395,-1.00000000000000000000,0,4861395|4479158,4861395|0,2021-06-03,NA,4479158
293,4873894,4861665,4393485,4861665,-1.00000000000000000000,0,4861665|4393485,4861665|0,2021-06-03,NA,4393485
294,4875149,4862920,4862920,4862919,1.00000000000000000000,4862898,4862920|4862920,4862919|4862898,2021-06-04,4862919|4862898,-1
295,4875410,4863181,4794774,4863181,-1.00000000000000000000,0,4863181|4794774,4863181|0,2021-06-04,NA,4794774
296,4875493,4863264,4863132,4863264,-1.00000000000000000000,0,4863264|4863132,4863264|0,2021-06-04,NA,4863132
297,4876006,4863777,4863730,4863777,-1.00000000000000000000,0,4863777|4863730,4863777|0,2021-06-04,NA,4863730
298,4876163,4863934,4863812,4863934,-1.00000000000000000000,0,4863934|4863812,4863934|0,2021-06-04,NA,4863812
299,4876172,4863943,4863876,4863943,-2.00000000000000000000,0,4863943|4863876,4863943|0,2021-06-04,NA,4863876
300,4877402,4865171,4861178,4865171,-1.00000000000000000000,0,4865171|4861178,4865171|0,2021-06-04,NA,4861178
301,4872445,4860219,4842184,4860219,-1.00000000000000000000,0,4860219|4842184,4860219|0,2021-06-03,NA,4842184
302,4873451,4861224,4861224,4861223,1.00000000000000000000,4861222,4861224|4861224,4861223|4861222,2021-06-03,4861223|4861222,-1
303,4873522,4861295,4827768,4861295,-1.00000000000000000000,0,4861295|4827768,4861295|0,2021-06-03,NA,4827768
304,4873575,4861348,4861037,4861348,-1.00000000000000000000,0,4861348|4861037,4861348|0,2021-06-03,NA,4861037
305,4873605,4861378,4861378,4861377,1.00000000000000000000,4861376,4861378|4861378,4861377|4861376,2021-06-03,4861377|4861376,-1
306,4874982,4862753,4862753,4862752,1.00000000000000000000,4862741,4862753|4862753,4862752|4862741,2021-06-04,4862752|4862741,-1
307,4875073,4862844,4862842,4862844,-1.00000000000000000000,0,4862844|4862842,4862844|0,2021-06-04,NA,4862842
308,4875846,4863617,4863617,4863616,1.00000000000000000000,4842981,4863617|4863617,4863616|4842981,2021-06-04,4863616|4842981,-1
309,4876254,4864025,4863910,4864025,-1.00000000000000000000,0,4864025|4863910,4864025|0,2021-06-04,NA,4863910
310,4876600,4864371,4864364,4864371,-1.00000000000000000000,0,4864371|4864364,4864371|0,2021-06-04,NA,4864364
311,4876897,4864668,4864651,4864668,-1.00000000000000000000,0,4864668|4864651,4864668|0,2021-06-04,NA,4864651
312,4877099,4864868,4864868,4864867,1.00000000000000000000,4864866,4864868|4864868,4864867|4864866,2021-06-04,4864867|4864866,-1
313,4872511,4860285,4860285,4851968,1.00000000000000000000,0,4860285|4860285,4851968|0,2021-06-03,NA,4860285
314,4872583,4860357,4860357,4852040,1.00000000000000000000,0,4860357|4860357,4852040|0,2021-06-03,NA,4860357
315,4872587,4860361,4860361,4852044,1.00000000000000000000,0,4860361|4860361,4852044|0,2021-06-03,NA,4860361
316,4872782,4860555,4841386,4860555,-1.00000000000000000000,0,4860555|4841386,4860555|0,2021-06-03,NA,4841386
317,4872965,4860738,4829430,4860738,-1.00000000000000000000,0,4860738|4829430,4860738|0,2021-06-03,NA,4829430
318,4873325,4861098,4829376,4861098,-1.00000000000000000000,0,4861098|4829376,4861098|0,2021-06-03,NA,4829376
319,4873549,4861322,4827796,4861322,-1.00000000000000000000,0,4861322|4827796,4861322|0,2021-06-03,NA,4827796
320,4873640,4861411,4860497,4861411,-1.00000000000000000000,0,4861411|4860497,4861411|0,2021-06-03,NA,4860497
321,4874166,4861937,4861779,4861937,-1.00000000000000000000,0,4861937|4861779,4861937|0,2021-06-03,NA,4861779
322,4875139,4862910,4862910,4862909,1.00000000000000000000,4858765,4862910|4862910,4862909|4858765,2021-06-04,4862909|4858765,-1
323,4875169,4862940,4862940,4862939,1.00000000000000000000,4677028,4862940|4862940,4862939|4677028,2021-06-04,4862939|4677028,-1
324,4875223,4862994,4862994,4862993,1.00000000000000000000,4861229,4862994|4862994,4862993|4861229,2021-06-04,4862993|4861229,-1
325,4875304,4863075,4863075,4863074,1.00000000000000000000,4795614,4863075|4863075,4863074|4795614,2021-06-04,4863074|4795614,-1
326,4875374,4863145,4863145,4863144,1.00000000000000000000,4570016,4863145|4863145,4863144|4570016,2021-06-04,4863144|4570016,-1
327,4875389,4863160,4863160,4863159,1.00000000000000000000,4733118,4863160|4863160,4863159|4733118,2021-06-04,4863159|4733118,-1
328,4875405,4863176,4794776,4863176,-1.00000000000000000000,0,4863176|4794776,4863176|0,2021-06-04,NA,4794776
329,4875509,4863280,4863277,4863280,-1.00000000000000000000,0,4863280|4863277,4863280|0,2021-06-04,NA,4863277
330,4875743,4863514,4862339,4863514,-1.00000000000000000000,0,4863514|4862339,4863514|0,2021-06-04,NA,4862339
331,4876164,4863935,4863813,4863935,-3.00000000000000000000,0,4863935|4863813,4863935|0,2021-06-04,NA,4863813
332,4876215,4863986,4863854,4863986,-1.00000000000000000000,0,4863986|4863854,4863986|0,2021-06-04,NA,4863854
333,4876444,4864215,4864134,4864215,-1.00000000000000000000,0,4864215|4864134,4864215|0,2021-06-04,NA,4864134
334,4876669,4864440,4864440,4864439,1.00000000000000000000,4864422,4864440|4864440,4864439|4864422,2021-06-04,4864439|4864422,-1
335,4873302,4861075,4802407,4861075,-1.00000000000000000000,0,4861075|4802407,4861075|0,2021-06-03,NA,4802407
336,4873669,4861440,4632147,4861440,-1.00000000000000000000,0,4861440|4632147,4861440|0,2021-06-03,NA,4632147
337,4874230,4862001,4861843,4862001,-1.00000000000000000000,0,4862001|4861843,4862001|0,2021-06-03,NA,4861843
338,4874358,4862129,4862082,4862129,-1.00000000000000000000,0,4862129|4862082,4862129|0,2021-06-03,NA,4862082
339,4874580,4862351,4862351,4841292,1.00000000000000000000,0,4862351|4862351,4841292|0,2021-06-03,NA,4862351
340,4875648,4863419,4863419,4863418,1.00000000000000000000,4802463,4863419|4863419,4863418|4802463,2021-06-04,4863418|4802463,-1
341,4875849,4863620,4863615,4863620,-1.00000000000000000000,0,4863620|4863615,4863620|0,2021-06-04,NA,4863615
342,4876153,4863924,4863809,4863924,-7.00000000000000000000,0,4863924|4863809,4863924|0,2021-06-04,NA,4863809
343,4876169,4863940,4863940,4863939,1.00000000000000000000,4863874,4863940|4863940,4863939|4863874,2021-06-04,4863939|4863874,-1
344,4876801,4864572,4864572,4864571,5.00000000000000000000,4864570,4864572|4864572,4864571|4864570,2021-06-04,4864571|4864570,-1
345,4876889,4864660,4864643,4864660,-1.00000000000000000000,0,4864660|4864643,4864660|0,2021-06-04,NA,4864643
346,4876945,4864716,4858039,4864716,-1.00000000000000000000,0,4864716|4858039,4864716|0,2021-06-04,NA,4858039
347,4877451,4865220,4865220,4865219,1.00000000000000000000,4461770,4865220|4865220,4865219|4461770,2021-06-04,4865219|4461770,-1
348,4872659,4860433,4850496,4860433,-1.00000000000000000000,0,4860433|4850496,4860433|0,2021-06-03,NA,4850496
349,4873221,4860994,4815069,4860994,-1.00000000000000000000,0,4860994|4815069,4860994|0,2021-06-03,NA,4815069
350,4873294,4861067,4861067,4861066,1.00000000000000000000,4861065,4861067|4861067,4861066|4861065,2021-06-03,4861066|4861065,-1
351,4873299,4861072,4802404,4861072,-1.00000000000000000000,0,4861072|4802404,4861072|0,2021-06-03,NA,4802404
352,4873520,4861293,4827766,4861293,-1.00000000000000000000,0,4861293|4827766,4861293|0,2021-06-03,NA,4827766
353,4873942,4861713,4861706,4861713,-1.00000000000000000000,0,4861713|4861706,4861713|0,2021-06-03,NA,4861706
354,4874105,4861876,4861876,4861875,1.00000000000000000000,4861872,4861876|4861876,4861875|4861872,2021-06-03,4861875|4861872,-1
355,4874565,4862336,4862336,4841277,1.00000000000000000000,0,4862336|4862336,4841277|0,2021-06-03,NA,4862336
356,4874610,4862381,4862381,4862380,1.00000000000000000000,4823950,4862381|4862381,4862380|4823950,2021-06-03,4862380|4823950,-1
357,4874976,4862747,4862747,4862746,1.00000000000000000000,4862735,4862747|4862747,4862746|4862735,2021-06-04,4862746|4862735,-1
358,4875224,4862995,4861236,4862995,-1.00000000000000000000,0,4862995|4861236,4862995|0,2021-06-04,NA,4861236
359,4875286,4863057,4861226,4863057,-1.00000000000000000000,0,4863057|4861226,4863057|0,2021-06-04,NA,4861226
360,4875534,4863305,4863305,4863304,1.00000000000000000000,4857562,4863305|4863305,4863304|4857562,2021-06-04,4863304|4857562,-1
361,4875600,4863371,4863371,4863370,1.00000000000000000000,4863369,4863371|4863371,4863370|4863369,2021-06-04,4863370|4863369,-1
362,4876194,4863965,4863833,4863965,-1.00000000000000000000,0,4863965|4863833,4863965|0,2021-06-04,NA,4863833
363,4876836,4864607,4864606,4864607,-1.00000000000000000000,0,4864607|4864606,4864607|0,2021-06-04,NA,4864606
364,4877193,4864962,4829486,4864962,-1.00000000000000000000,0,4864962|4829486,4864962|0,2021-06-04,NA,4829486
365,4872742,4860515,4860500,4860515,-1.00000000000000000000,0,4860515|4860500,4860515|0,2021-06-03,NA,4860500
366,4872769,4860542,4860542,4860541,1.00000000000000000000,4501471,4860542|4860542,4860541|4501471,2021-06-03,4860541|4501471,-1
367,4873319,4861092,4802423,4861092,-1.00000000000000000000,0,4861092|4802423,4861092|0,2021-06-03,NA,4802423
368,4873670,4861441,4861441,4861440,1.00000000000000000000,4632147,4861441|4861441,4861440|4632147,2021-06-03,4861440|4632147,-1
369,4873909,4861680,4861679,4861680,-1.00000000000000000000,0,4861680|4861679,4861680|0,2021-06-03,NA,4861679
370,4873912,4861683,4861682,4861683,-1.00000000000000000000,0,4861683|4861682,4861683|0,2021-06-03,NA,4861682
371,4874563,4862334,4862334,4841275,1.00000000000000000000,0,4862334|4862334,4841275|0,2021-06-03,NA,4862334
372,4874581,4862352,4862352,4841293,1.00000000000000000000,0,4862352|4862352,4841293|0,2021-06-03,NA,4862352
373,4874672,4862443,4862443,4862442,1.00000000000000000000,4795563,4862443|4862443,4862442|4795563,2021-06-03,4862442|4795563,-1
374,4875564,4863335,4863335,4863334,1.00000000000000000000,4863260,4863335|4863335,4863334|4863260,2021-06-04,4863334|4863260,-1
375,4875571,4863342,4821269,4863342,-1.00000000000000000000,0,4863342|4821269,4863342|0,2021-06-04,NA,4821269
376,4875633,4863404,4821269,4863404,-1.00000000000000000000,0,4863404|4821269,4863404|0,2021-06-04,NA,4821269
377,4875649,4863420,4863419,4863420,-1.00000000000000000000,0,4863420|4863419,4863420|0,2021-06-04,NA,4863419
378,4876453,4864224,4864224,4864223,1.00000000000000000000,4864142,4864224|4864224,4864223|4864142,2021-06-04,4864223|4864142,-1
379,4877404,4865173,4861180,4865173,-1.00000000000000000000,0,4865173|4861180,4865173|0,2021-06-04,NA,4861180
380,4872409,4860184,4860181,4860184,-1.00000000000000000000,0,4860184|4860181,4860184|0,2021-06-03,NA,4860181
381,4872607,4860381,4860381,4852064,1.00000000000000000000,0,4860381|4860381,4852064|0,2021-06-03,NA,4860381
382,4872672,4860446,4860336,4860446,-1.00000000000000000000,0,4860446|4860336,4860446|0,2021-06-03,NA,4860336
383,4872760,4860533,4476418,4860533,-1.00000000000000000000,0,4860533|4476418,4860533|0,2021-06-03,NA,4476418
384,4872931,4860704,4860703,4860704,-1.00000000000000000000,0,4860704|4860703,4860704|0,2021-06-03,NA,4860703
385,4873629,4861402,4861402,4861401,1.00000000000000000000,4861398,4861402|4861402,4861401|4861398,2021-06-03,4861401|4861398,-1
386,4873667,4861438,4861438,4514042,1.00000000000000000000,0,4861438|4861438,4514042|0,2021-06-03,NA,4861438
387,4873850,4861621,4859858,4861621,-1.00000000000000000000,0,4861621|4859858,4861621|0,2021-06-03,NA,4859858
388,4873943,4861714,4861714,4861713,1.00000000000000000000,4861706,4861714|4861714,4861713|4861706,2021-06-03,4861713|4861706,-1
389,4874397,4862168,4708861,4862168,-1.00000000000000000000,0,4862168|4708861,4862168|0,2021-06-03,NA,4708861
390,4875155,4862926,4862926,4862925,1.00000000000000000000,4862904,4862926|4862926,4862925|4862904,2021-06-04,4862925|4862904,-1
391,4875902,4863673,4863650,4863673,-1.00000000000000000000,0,4863673|4863650,4863673|0,2021-06-04,NA,4863650
